LineId,Time,Level,Content,EventTemplate,EventId
1016,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2030 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1017,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2031 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1018,Sun Dec 04 20:38:11 2005,notice,jk2_init() Found child 2032 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1019,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1020,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1021,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1022,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1023,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1024,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
1025,Sun Dec 04 20:41:12 2005,notice,jk2_init() Found child 2042 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1026,Sun Dec 04 20:41:47 2005,notice,jk2_init() Found child 2045 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1027,Sun Dec 04 20:42:42 2005,notice,jk2_init() Found child 2051 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1028,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2059 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1029,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2060 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1030,Sun Dec 04 20:44:30 2005,notice,jk2_init() Found child 2061 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1031,Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2081 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1032,Sun Dec 04 20:47:16 2005,error,jk2_init() Can't find child 2082 in scoreboard,jk2_init() Can,3
1033,Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2083 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1034,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1035,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1036,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1037,Sun Dec 04 20:47:16 2005,error,mod_jk child init 1 -2,mod_jk child init <*>,5
1038,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1039,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state <*>,4
1040,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2085 in scoreboard,jk2_init() Can,3
1041,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1042,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,mod_jk child init <*>,5
1043,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2086 in scoreboard,jk2_init() Can,3
1044,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1045,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,mod_jk child init <*>,5
1046,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2087 in scoreboard,jk2_init() Can,3
1047,Sun Dec 04 20:47:17 2005,notice,jk2_init() Found child 2084 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1048,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1049,Sun Dec 04 20:47:17 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
1050,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1051,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,mod_jk child init <*>,5
1052,Mon Dec 05 01:04:31 2005,error,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
1053,Mon Dec 05 01:30:32 2005,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
1054,Mon Dec 05 03:21:00 2005,notice,jk2_init() Found child 2760 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1055,Mon Dec 05 03:21:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1056,Mon Dec 05 03:21:02 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1057,Mon Dec 05 03:23:21 2005,notice,jk2_init() Found child 2763 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1058,Mon Dec 05 03:23:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1059,Mon Dec 05 03:23:24 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1060,Mon Dec 05 03:23:24 2005,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
1061,Mon Dec 05 03:25:44 2005,notice,jk2_init() Found child 2773 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1062,Mon Dec 05 03:25:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1063,Mon Dec 05 03:25:46 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1064,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2813 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1065,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2815 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1066,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2812 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1067,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2811 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1068,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1069,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1070,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1071,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1072,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1073,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1074,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1075,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1076,Mon Dec 05 03:40:46 2005,notice,jk2_init() Found child 2823 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1077,Mon Dec 05 03:40:55 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1078,Mon Dec 05 03:40:55 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1079,Mon Dec 05 03:44:50 2005,notice,jk2_init() Found child 2824 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
1080,Mon Dec 05 03:44:50 2005,error,[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/,Directory index forbidden by rule: <*>,2
1081,Mon Dec 05 03:44:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1082,Mon Dec 05 03:44:50 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1083,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2838 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
1084,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2836 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1085,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2837 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1086,Mon Dec 05 03:46:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1087,Mon Dec 05 03:47:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1088,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2840 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1089,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2841 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1090,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2842 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1091,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2846 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1092,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2843 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1093,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2844 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1094,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2845 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1095,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1096,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state <*>,4
1097,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1098,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state <*>,4
1099,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1100,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
1101,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1102,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1103,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2857 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1104,Mon Dec 05 03:50:50 2005,notice,jk2_init() Found child 2854 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1105,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2855 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1106,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2856 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1107,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1108,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1109,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1110,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1111,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1112,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1113,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1114,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1115,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2866 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1116,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2867 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1117,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2865 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1118,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2864 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1119,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1120,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1121,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1122,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1123,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1124,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1125,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1126,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1127,Mon Dec 05 04:00:55 2005,notice,jk2_init() Found child 2877 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
1128,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2883 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1129,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2878 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1130,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2880 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1131,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2879 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1132,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1133,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1134,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1135,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1136,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1137,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1138,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1139,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1140,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3667 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1141,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3669 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1142,Mon Dec 05 04:06:27 2005,notice,jk2_init() Found child 3670 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1143,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1144,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1145,Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1146,Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1147,Mon Dec 05 04:07:23 2005,notice,jk2_init() Found child 3672 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1148,Mon Dec 05 04:07:37 2005,notice,jk2_init() Found child 3673 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1149,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3675 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1150,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3674 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1151,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3678 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1152,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3681 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1153,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3679 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1154,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3680 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1155,Mon Dec 05 04:08:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1156,Mon Dec 05 04:09:32 2005,notice,jk2_init() Found child 3685 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1157,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3698 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1158,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3690 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1159,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3691 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1160,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3744 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1161,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3747 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1162,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3754 in scoreboard slot 12,jk2_init() Found child <*> in scoreboard slot <*>,1
1163,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3755 in scoreboard slot 13,jk2_init() Found child <*> in scoreboard slot <*>,1
1164,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3753 in scoreboard slot 10,jk2_init() Found child <*> in scoreboard slot <*>,1
1165,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3752 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1166,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3746 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1167,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1168,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1169,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state <*>,4
1170,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1171,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 8,mod_jk child workerEnv in error state <*>,4
1172,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1173,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1174,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1175,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state <*>,4
1176,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1177,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1178,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1179,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 10,mod_jk child workerEnv in error state <*>,4
1180,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state <*>,4
1181,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4596 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1182,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4595 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1183,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4594 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1184,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1185,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1186,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1187,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1188,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1189,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,mod_jk child workerEnv in error state <*>,4
1190,Mon Dec 05 05:11:04 2005,notice,jk2_init() Found child 4609 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1191,Mon Dec 05 05:11:04 2005,notice,jk2_init() Found child 4608 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1192,Mon Dec 05 05:11:34 2005,notice,jk2_init() Found child 4611 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1193,Mon Dec 05 05:11:54 2005,notice,jk2_init() Found child 4613 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1194,Mon Dec 05 05:11:54 2005,notice,jk2_init() Found child 4612 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1195,Mon Dec 05 05:12:32 2005,notice,jk2_init() Found child 4615 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1196,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4616 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1197,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4617 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1198,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4618 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1199,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4634 in scoreboard slot 6,jk2_init() Found child <*> in scoreboard slot <*>,1
1200,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4637 in scoreboard slot 7,jk2_init() Found child <*> in scoreboard slot <*>,1
1201,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4631 in scoreboard slot 9,jk2_init() Found child <*> in scoreboard slot <*>,1
1202,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4630 in scoreboard slot 8,jk2_init() Found child <*> in scoreboard slot <*>,1
1203,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1204,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state <*>,4
1205,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1206,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 9,mod_jk child workerEnv in error state <*>,4
1207,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
1208,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 7,mod_jk child workerEnv in error state <*>,4
1209,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,workerEnv.init() ok /etc/httpd/conf/workers2.properties,0
