input,groundtruth,prediction
"ciod: Error loading /bgl/apps/scaletest/stability/MDCASK/WORK/65576/inferno: invalid or missing program image, No such file or directory","ciod: Error loading <*>: invalid or missing program image, No such file or directory","The template is 'ciod: Error loading <*> invalid or missing program image, No such file or directory'.</s>"
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>: Link has been severed,The template is 'ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> terminating'.</s>
ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/mapfiles/bgl.128mps.f64.map,ciod: Missing or invalid fields on line <*> of node map file <*>,The template is 'ciod: Missing or invalid fields on line <*> of node map file <*>'.</s>
rts: kernel terminated for reason 1003,rts: kernel terminated for reason <*>,The template is 'kernel terminated for reason <*>'.</s>
rts: kernel terminated for reason 1004,rts: kernel terminated for reason <*>,The template is 'kernel terminated for reason <*>'.</s>
"CE sym 22, at 0x009c14e0, mask 0x20","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,The template is 'total of <*> ddr error(s) detected and corrected'.</s>
ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,The template is 'ciod: <*> chdir(/p/bg1/da) failed: No such file or directory'</s>
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'.</s>
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'.</s>
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'.</s>
"1 ddr errors(s) detected and corrected on rank 0, symbol 10, bit 0","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>","The template is 'DDR errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>'.</s>"
ciod: generated 1 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,The template is 'generated <*> core files for program <*> terminating'.</s>
ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'.</s>
"CE sym 3, at 0x0b19b8a0, mask 0x08","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
"CE sym 20, at 0x180462c0, mask 0x02","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
ciod: LOGIN chdir(/home/germann2/SPaSM_static) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,The template is 'ciod: <*> chdir(/<*> failed: No such file or directory)'.</s>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,The template is 'ciod: <*> chdir(/<*> failed: No such file or directory)'.</s>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,The template is 'total of <*> ddr error(s) detected and corrected'.</s>
iar 003a90fc dear 00b360e8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a90dc dear 00b35148,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a90fc dear 00b35db8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9108 dear 00c07348,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
2201500 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
2201500 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
iar 003a9294 dear 00c06c48,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a92a0 dear 00b36898,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
1547520 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
iar 003a9260 dear 00efe838,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 00efcbc8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a929c dear 00efc768,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a929c dear 00efd448,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a92a0 dear 00efd358,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a92a0 dear 00fcc6b8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a92a0 dear 00efd518,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9254 dear 00f05688,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9254 dear 00f07a88,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
3095040 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
iar 003a9260 dear 012924f8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 0128f2f8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 0128fc88,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 01290878,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
773760 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
iar 003a929c dear 01291228,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a929c dear 01291708,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a92a0 dear 013611f8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a92a0 dear 012902f8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 00ef83b8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9254 dear 01299f08,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 00ef6c38,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9258 dear 0136bd38,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
1524480 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
1524480 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
1524480 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
iar 003a9260 dear 012979b8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 0129a9a8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 01299e48,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a929c dear 0136b2d8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 00e24bd8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 00f2a468,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a92a0 dear 0129a488,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a9260 dear 00f29b68,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 003a926c dear 00f2b078,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
"CE sym 0, at 0x12af93a0, mask 0x08","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
"1 ddr errors(s) detected and corrected on rank 0, symbol 28, bit 3","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>","The template is 'DDR errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>'.</s>"
"CE sym 23, at 0x03f89c00, mask 0x10","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,The template is 'Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE.'</s>
"CE sym 10, at 0x01d7a160, mask 0x10","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
156055738 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
147337410 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
139632470 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
155918940 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
iar 00149fc0 dear 00739d98,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 0014a150 dear 0072b9f8,iar <*> dear <*>,The template is 'PacketResponder <*> for block <*> terminating'.</s>
iar 0014a150 dear 00719fc8,iar <*> dear <*>,The template is 'PacketResponder <*> for block <*> terminating'.</s>
28298332 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
23768676 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
34253552 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
35050330 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
35418742 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
47332148 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
39190074 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
30646810 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
36833864 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
24669022 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
38029258 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
39309752 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
27901852 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
41097026 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
54600944 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
32888202 double-hummer alignment exceptions,<*> double-hummer alignment exceptions,The template is 'double-hummer alignment exceptions'.</s>
iar 0014a150 dear 0098d458,iar <*> dear <*>,The template is 'PacketResponder <*> for block <*> terminating'.</s>
iar 0014a150 dear 0098e178,iar <*> dear <*>,The template is 'PacketResponder <*> for block <*> terminating'.</s>
iar 0014a150 dear 00998588,iar <*> dear <*>,The template is 'PacketResponder <*> for block <*> terminating'.</s>
iar 0014a150 dear 00991c88,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 00149ee0 dear 009a2788,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 00149f88 dear 0099be48,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 0014a150 dear 00a53af8,iar <*> dear <*>,The template is 'PacketResponder <*> for block <*> terminating'.</s>
iar 0014a150 dear 009b9288,iar <*> dear <*>,The template is 'PacketResponder <*> for block <*> terminating'.</s>
iar 0014a150 dear 009a50f8,iar <*> dear <*>,The template is 'PacketResponder <*> for block <*> terminating'.</s>
iar 0014a150 dear 0098cdc8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 00149ee0 dear 0099e5e8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 0014a150 dear 00991c88,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 0014a150 dear 009829b8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 00149f88 dear 00996f88,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 0014a1e4 dear 0099e6c8,iar <*> dear <*>,The template is 'iar <*> dear <*> terminating'.</s>
iar 0014a150 dear 009a2998,iar <*> dear <*>,The template is 'Dear <*>'.</s>
"NFS Mount failed on bglio716, slept 15 seconds, retrying (1)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)",The template is 'NFS Mount failed on <*> slept <*> retrying (1)'.</s>
"NFS Mount failed on bglio91, slept 15 seconds, retrying (1)","NFS Mount failed on <*>, slept <*> seconds, retrying (<*>)",The template is 'NFS Mount failed on <*> slept <*> retrying (1)'.</s>
"CE sym 26, at 0x07a95e80, mask 0x10","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
"3 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 0","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>","The template is 'DDR errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>'.</s>"
ciod: generated 64 core files for program IMB-MPI1.2MB_perf,ciod: generated <*> core files for program <*>,The template is 'ciod: generated <*> core files for program <*> terminating'</s>
"CE sym 35, at 0x1317cee0, mask 0x10","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
Lustre mount FAILED : bglio559 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount <*> : <*> : <*>'.</s>
Lustre mount FAILED : bglio344 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount <*> : <*> : <*>'.</s>
"4 ddr errors(s) detected and corrected on rank 0, symbol 29, bit 4","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>","The template is '4 ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>'.</s>"
ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,The template is 'ciod: <*> chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory'.</s>
Lustre mount FAILED : bglio46 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount <*> : <*> : <*>'.</s>
Lustre mount FAILED : bglio136 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount <*> : <*> : <*>'.</s>
Lustre mount FAILED : bglio75 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount FAILED : <*> : point <*> terminating'</s>
"Node card VPD check: U11 node in processor card slot J18 do not match. VPD ecid 04CC81389C2FFFFF03071B7048DF, found 04D780871F2FFFFF08031BD046E2","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",The template is 'Node card VPD check: <*> in processor card slot <*> do not match. VPD ecid <*> found <*>'.</s>
1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected,<*> torus receiver x+ input pipe error(s) (dcr <*>) detected and corrected,The template is '1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected'.</s>
ciod: LOGIN chdir(/LAPACK_440d/BLAS) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,The template is 'ciod: <*> chdir(/LAPACK_440d/BLAS) failed: No such file or directory'</s>
Lustre mount FAILED : bglio736 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount <*> : <*> : <*>'.</s>
"CE sym 33, at 0x00dbd200, mask 0x80","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
"CE sym 26, at 0x146ad540, mask 0x10","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
Lustre mount FAILED : bglio336 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount <*> : <*> : <*>'.</s>
"CE sym 21, at 0x04d64dc0, mask 0x80","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
Lustre mount FAILED : bglio23 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount <*> : <*> : <*>'.</s>
ciod: pollControlDescriptors: Detected the debugger died.,ciod: pollControlDescriptors: Detected the debugger died.,The template is 'pollControlDescriptors: Detected the debugger died.'</s>
"ciod: In packet from node 91.0 (R62-M1-Nf-C:J03-U11), message code 2 is not 3 or 4294967295 (softheader=003b005b 00030000 00000001 00000000)","ciod: In packet from node <*> (<*>), message code <*> is not <*> or <*> (softheader=<*> <*> <*> <*>)",The template is 'PacketResponder <*> for block <*> terminating'.</s>
1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected,The template is '1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected'.</s>
"1 ddr errors(s) detected and corrected on rank 0, symbol 3, bit 6","<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>","The template is 'DDR errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>'.</s>"
"CE sym 6, at 0x1880a8e0, mask 0x40","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
"ciod: Error loading /bgl/apps/swl-prep/rky-swl/MPI-PERF/IMB/perf_tests/IMB-MPI1.5124KB: invalid or missing program image, No such file or directory","ciod: Error loading <*>: invalid or missing program image, No such file or directory","The template is 'ciod: Error loading <*> invalid or missing program image, No such file or directory'.</s>"
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:45713: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>: Link has been severed,The template is 'ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> terminating'.</s>
suppressing further interrupts of same type,suppressing further interrupts of same type,The template is 'suppressing further interrupts of same type'</s>
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41304: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>: Link has been severed,The template is 'ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> terminating'.</s>
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41217: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>: Link has been severed,The template is 'ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> terminating'.</s>
total of 1 ddr error(s) detected and corrected,total of <*> ddr error(s) detected and corrected,The template is 'total of <*> ddr error(s) detected and corrected'.</s>
Lustre mount FAILED : bglio388 : point /p/gb1,Lustre mount FAILED : <*> : point <*>,The template is 'Lustre mount <*> FAILED : <*> terminating'.</s>
ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:37916: Link has been severed,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>: Link has been severed,The template is 'ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> terminating'.</s>
"CE sym 25, at 0x1a544020, mask 0x40","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
Ido chip status changed: FF:F2:9F:15:7B:E0:00:0D:60:EA:84:1F ip=10.7.0.130 v=13 t=1 status=M Sat Sep 17 07:49:04 PDT 2005,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>,The template is 'Ido chip status changed: <*> for block <*> terminating'.</s>
Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,The template is 'Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE.'</s>
"CE sym 9, at 0x123b6ca0, mask 0x20","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,The template is 'ciod: <*> failed: <*> No such file or directory'</s>
ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,The template is 'ciod: <*> failed: <*> No such file or directory'</s>
"CE sym 8, at 0x0a2ae600, mask 0x10","CE sym <*>, at <*>, mask <*>",The template is 'CE sym <*> at <*> mask <*>'.</s>
ciod: LOGIN chdir(/home/yates/SWL_tests/BGL64k_SWL_tests_develop/MPI-VAL/MPITs_v050902/rundir) failed: No such file or directory,ciod: LOGIN chdir(<*>) failed: No such file or directory,The template is 'ciod: <*> chdir(/<*> failed: No such file or directory)'.</s>
"Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04DE7DB80D7BFFFF04051B70D8D9, found 04DE7DF2D37BFFFF09081B6088D9","Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",The template is 'Node card VPD check: <*> do not match. VPD ecid <*> found <*>'.</s>
"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",The template is 'SendPacket <*> for block <*> terminating'.</s>
"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",The template is 'SendPacket <*> for block <*> terminating'.</s>
"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",The template is 'SendPacket <*> for block <*> terminating'.</s>
"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",The template is 'SendPacket <*> for block <*> terminating'.</s>
"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",The template is 'SendPacket <*> for block <*> terminating'.</s>
"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",The template is 'SendPacket <*> for block <*> terminating'.</s>
