LineId,Time,Component,Pid,Content,EventTemplate,EventId
929,20171223-22:24:22:516,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706526,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##27706526,450
930,20171223-22:24:22:516,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##27706835,324
931,20171223-22:24:22:524,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
932,20171223-22:24:22:526,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
933,20171223-22:24:51:883,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
934,20171223-22:24:51:892,Step_LSC,30002312,onExtend:1514039091000 0 0 5,onExtend: <*> 0 0 5,442
935,20171223-22:24:52:184,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706835,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##27706835,136
936,20171223-22:24:52:185,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##27736503,18
937,20171223-22:24:52:200,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
938,20171223-22:24:52:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
939,20171223-22:24:53:884,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
940,20171223-22:24:53:897,Step_LSC,30002312,onExtend:1514039093000 0 0 0,onExtend: <*> 0 0 0,487
941,20171223-22:24:54:185,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27736503,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##27736503,43
942,20171223-22:24:54:186,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##27738504,293
943,20171223-22:24:54:201,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
944,20171223-22:24:54:205,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
945,20171223-22:24:58:889,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
946,20171223-22:24:58:890,Step_LSC,30002312,onExtend:1514039098000 0 0 5,onExtend: <*> 0 0 5,442
947,20171223-22:24:59:190,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27738504,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##27738504,438
948,20171223-22:24:59:191,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##27743510,144
949,20171223-22:24:59:206,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
950,20171223-22:24:59:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
951,20171223-22:25:0:162,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
952,20171223-22:25:13:8,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: <*>,372
953,20171223-22:28:38:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
954,20171223-22:29:8:492,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
955,20171223-22:30:12:959,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
956,20171223-22:30:23:988,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
957,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039112000 0 0 5,onExtend: <*> 0 0 5,442
958,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039172000 0 0 5,onExtend: <*> 0 0 5,442
959,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039232000 0 0 5,onExtend: <*> 0 0 5,442
960,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039292000 0 0 5,onExtend: <*> 0 0 5,442
961,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039352000 0 0 5,onExtend: <*> 0 0 5,442
962,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039412000 0 0 0,onExtend: <*> 0 0 0,487
963,20171223-22:30:24:25,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: <*>,372
964,20171223-22:30:24:27,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,action:<*>,603
965,20171223-22:30:24:27,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,65
966,20171223-22:30:24:28,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27743510,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##27743510,579
967,20171223-22:30:24:28,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28068346,519
968,20171223-22:30:24:28,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
969,20171223-22:30:24:40,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
970,20171223-22:30:24:45,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
971,20171223-22:30:24:46,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,237
972,20171223-22:30:24:129,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
973,20171223-22:30:24:132,Step_LSC,30002312,onExtend:1514039424000 0 0 0,onExtend: <*> 0 0 0,487
974,20171223-22:30:24:347,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068346,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28068346,99
975,20171223-22:30:24:348,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28068666,575
976,20171223-22:30:24:355,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
977,20171223-22:30:24:358,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
978,20171223-22:31:0:136,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
979,20171223-22:31:31:924,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
980,20171223-22:31:31:940,Step_LSC,30002312,onExtend:1514039492000 0 0 5,onExtend: <*> 0 0 5,442
981,20171223-22:31:32:225,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068666,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28068666,652
982,20171223-22:31:32:226,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28136544,311
983,20171223-22:31:32:241,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
984,20171223-22:31:32:246,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
985,20171223-22:31:54:515,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: <*>,372
986,20171223-22:31:59:613,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
987,20171223-22:31:59:618,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: <*>,372
988,20171223-22:31:59:619,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,action:<*>,603
989,20171223-22:31:59:619,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,65
990,20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039515000 0 0 0,onExtend: <*> 0 0 0,487
991,20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039575000 0 0 0,onExtend: <*> 0 0 0,487
992,20171223-22:31:59:620,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28136544,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28136544,503
993,20171223-22:31:59:621,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28163940,634
994,20171223-22:31:59:621,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
995,20171223-22:31:59:652,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
996,20171223-22:31:59:655,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
997,20171223-22:31:59:656,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,237
998,20171223-22:31:59:723,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
999,20171223-22:31:59:725,Step_LSC,30002312,onExtend:1514039520000 0 0 0,onExtend: <*> 0 0 0,487
1000,20171223-22:31:59:725,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039575000","back,extendReportTimeStamp=<*>",67
1001,20171223-22:31:59:956,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28163940,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28163940,263
1002,20171223-22:31:59:957,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28164276,380
1003,20171223-22:31:59:965,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1004,20171223-22:31:59:968,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1005,20171223-22:32:0:95,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1006,20171223-22:32:28:791,HiH_HiSyncControl,30002312,startTimer start autoSync,startTimer <*> start autoSync,86
1007,20171223-22:32:28:796,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",startSync <*> for block <*> terminating,277
1008,20171223-22:32:28:796,HiH_HiSyncControl,30002312,stepSyncOrNot appSynTimes is 0,stepSyncOrNot <*> appSynTimes <*> is <*>,207
1009,20171223-22:32:28:798,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,needAutoSync autoSyncSwitch is open,514
1010,20171223-22:32:28:800,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!","initDataPrivacy the dataPrivacy switch is open, start push health data!",47
1011,20171223-22:32:28:800,HiH_,30002312,initDataPrivacy the dataPrivacy is true,initDataPrivacy the dataPrivacy is true,384
1012,20171223-22:32:28:801,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!","initUserPrivacy the userPrivacy switch is open, start push user data!",335
1013,20171223-22:32:28:801,HiH_,30002312,initUserPrivacy the userPrivacy is true,initUserPrivacy the userPrivacy is true,314
1014,20171223-22:32:28:801,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,ifCanSync not! no cloud version,533
1015,20171223-22:32:28:801,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,sendSyncFailedBroadcast,236
1016,20171223-22:33:0:103,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1017,20171223-22:33:9:926,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1018,20171223-22:33:9:938,Step_LSC,30002312,onExtend:1514039590000 0 0 5,onExtend: <*> 0 0 5,442
1019,20171223-22:33:10:228,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28164276,224
1020,20171223-22:33:10:229,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28234547,290
1021,20171223-22:33:10:244,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1022,20171223-22:33:10:248,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1023,20171223-22:33:30:315,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: <*>,372
1024,20171223-22:33:46:274,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1025,20171223-22:33:46:279,Step_LSC,30002312,onExtend:1514039626000 0 0 0,onExtend: <*> 0 0 0,487
1026,20171223-22:33:46:301,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: <*>,372
1027,20171223-22:33:46:303,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,action:<*>,603
1028,20171223-22:33:46:303,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,65
1029,20171223-22:33:46:304,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28234547,253
1030,20171223-22:33:46:304,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28270623,54
1031,20171223-22:33:46:305,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1032,20171223-22:33:46:311,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1033,20171223-22:33:46:314,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1034,20171223-22:33:46:315,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,237
1035,20171223-22:33:46:405,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1036,20171223-22:33:46:406,Step_LSC,30002312,onExtend:1514039626000 0 0 0,onExtend: <*> 0 0 0,487
1037,20171223-22:33:46:616,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270623,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28270623,212
1038,20171223-22:33:46:616,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28270935,55
1039,20171223-22:33:46:622,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1040,20171223-22:33:46:624,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1041,20171223-22:34:0:126,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1042,20171223-22:35:0:49,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1043,20171223-22:36:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1044,20171223-22:37:0:122,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1045,20171223-22:37:14:939,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1046,20171223-22:37:14:951,Step_LSC,30002312,onExtend:1514039834000 0 0 5,onExtend: <*> 0 0 5,442
1047,20171223-22:37:15:240,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270935,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28270935,145
1048,20171223-22:37:15:240,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28479559,635
1049,20171223-22:37:15:249,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1050,20171223-22:37:15:253,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1051,20171223-22:37:37:466,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: <*>,372
1052,20171223-22:38:31:368,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1053,20171223-22:39:25:260,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1054,20171223-22:39:25:264,Step_LSC,30002312,onExtend:1514039857000 0 0 5,onExtend: <*> 0 0 5,442
1055,20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039917000 0 0 5,onExtend: <*> 0 0 5,442
1056,20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039977000 0 0 0,onExtend: <*> 0 0 0,487
1057,20171223-22:39:25:300,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: <*>,372
1058,20171223-22:39:25:301,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,action:<*>,603
1059,20171223-22:39:25:301,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,65
1060,20171223-22:39:25:301,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039760000##7189##549659##8661##16256##28479559,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28479559,583
1061,20171223-22:39:25:302,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28609620,63
1062,20171223-22:39:25:306,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1063,20171223-22:39:25:310,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1064,20171223-22:39:25:313,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1065,20171223-22:39:25:314,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,237
1066,20171223-22:39:25:402,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1067,20171223-22:39:25:406,Step_LSC,30002312,onExtend:1514039965000 0 0 0,onExtend: <*> 0 0 0,487
1068,20171223-22:39:25:406,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039977000","back,extendReportTimeStamp=<*>",67
1069,20171223-22:39:25:446,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1070,20171223-22:39:25:614,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609620,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28609620,68
1071,20171223-22:39:25:614,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28609933,609
1072,20171223-22:39:25:625,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1073,20171223-22:39:25:628,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1074,20171223-22:40:0:151,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1075,20171223-22:41:0:151,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1076,20171223-22:42:0:137,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1077,20171223-22:43:0:96,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1078,20171223-22:44:0:47,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1079,20171223-22:45:0:94,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1080,20171223-22:45:48:956,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1081,20171223-22:45:48:970,Step_LSC,30002312,onExtend:1514040348000 0 0 5,onExtend: <*> 0 0 5,442
1082,20171223-22:45:49:258,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609933,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28609933,468
1083,20171223-22:45:49:259,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28993578,512
1084,20171223-22:45:49:273,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1085,20171223-22:45:49:278,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1086,20171223-22:45:54:954,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1087,20171223-22:45:54:974,Step_LSC,30002312,onExtend:1514040354000 0 0 0,onExtend: <*> 0 0 0,487
1088,20171223-22:45:55:256,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28993578,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28993578,346
1089,20171223-22:45:55:257,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##28999575,164
1090,20171223-22:45:55:268,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1091,20171223-22:45:55:272,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1092,20171223-22:46:0:142,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1093,20171223-22:47:0:157,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1094,20171223-22:48:0:132,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1095,20171223-22:49:0:139,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1096,20171223-22:50:0:142,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1097,20171223-22:51:0:128,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:<*>,551
1098,20171223-22:51:2:965,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1099,20171223-22:51:2:978,Step_LSC,30002312,onExtend:1514040662000 0 0 5,onExtend: <*> 0 0 5,442
1100,20171223-22:51:3:266,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28999575,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##28999575,431
1101,20171223-22:51:3:266,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##29307585,331
1102,20171223-22:51:3:275,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1103,20171223-22:51:3:278,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1104,20171223-22:51:24:638,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: <*>,372
1105,20171223-22:51:37:252,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1106,20171223-22:51:37:260,Step_LSC,30002312,onExtend:1514040697000 0 0 0,onExtend: <*> 0 0 0,487
1107,20171223-22:51:37:290,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: <*>,372
1108,20171223-22:51:37:292,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,action:<*>,603
1109,20171223-22:51:37:292,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,65
1110,20171223-22:51:37:292,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29307585,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##29307585,306
1111,20171223-22:51:37:293,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,setTodayTotalDetailSteps=<*>##7189##549659##8661##16256##29341612,229
1112,20171223-22:51:37:295,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1113,20171223-22:51:37:302,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories=<*>,234
1114,20171223-22:51:37:306,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>,304
1115,20171223-22:51:37:307,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,237
1116,20171223-22:51:37:393,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*> 3761,434
1117,20171223-22:51:37:394,Step_LSC,30002312,onExtend:1514040697000 0 0 0,onExtend: <*> 0 0 0,487
1118,20171223-22:51:37:608,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341612,getTodayTotalDetailSteps = <*>##7189##549659##8661##16256##29341612,230
